Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Male life expectancy,Female life expectancy ,"School enrollment, primary","School enrollment, tertiary",Primary completion rate,Literacy rate,Year,Country
5521606.0,2795813.0,2725793.0,8.3,9.8,10.0,21.640233139206,3.77829555413292,2.06008971723008,8.770961130337,6.69,268514916972.549,0.699584532887471,1384789968.62745,6308238862.74509,None,45.6,None,79.3,84.8,99.5557479858398,94.5891189575195,99.4365997314453,None,2019,Finland
5515525.0,2794292.0,2721234.0,8.6,9.9,10.0,22.3372512195878,3.71185733403419,2.07034646464068,8.89894801762547,7.36,275708001767.843,1.52497014857352,1107735330.19608,6580278528.62745,None,44.3,None,79.1,84.5,99.7032012939453,92.3850021362305,99.7019500732422,None,2018,Finland
5508214.0,2792461.0,2715752.0,9.1,9.8,10.0,22.1559815661666,3.76296985239716,2.14888396211289,8.53694060641878,8.64,255647979916.471,2.53297971869873,127653972.941177,5920659045.88236,None,44.48,None,78.9,84.5,99.4682083129883,90.6983871459961,99.1299896240234,None,2017,Finland
5495303.0,2788369.0,2706934.0,9.6,9.8,10.0,22.1560873208609,3.86463874674972,2.08581211104698,8.79480205602447,8.82,240771351298.833,2.09072719029497,1095834081.71206,5563295045.1362,None,42.4,None,78.6,84.4,99.5080413818359,89.3280029296875,99.4276275634766,None,2016,Finland
5479531.0,2782828.0,2696703.0,10.1,9.6,9.0,21.704170667216,4.22364000737368,2.19803433434495,8.73263546984593,9.38,234534382384.766,1.65806477221,2306677299.60937,5285719410.9375,None,43.23,40.2079829899529,78.7,84.4,99.5672302246094,89.6573791503906,99.4556198120117,None,2015,Finland
5461512.0,2775371.0,2686141.0,10.5,9.6,9.0,21.8952576641602,4.25585685455564,2.31793349427302,8.6075646118098,8.66,274862826772.156,0.613156573901733,2751325124.31372,6592020891.76468,15249.9893802302,41.25,42.1825267911597,78.4,84.1,99.6617202758789,89.9938812255859,99.212158203125,None,2014,Finland
5438972.0,2765437.0,2673534.0,10.7,9.5,9.0,22.8473444536756,4.1322779834172,2.25768322501796,9.05992744027458,8.19,271362405890.589,-1.07057792127819,1114291034.90196,6424106955.68629,15510.8355034738,38.52,42.6267230473743,78.0,84.1,99.6918487548828,91.2365264892578,99.30322265625,None,2013,Finland
5413971.0,2754338.0,2659632.0,11.0,9.6,9.0,22.7851670723993,4.15965208475981,2.31670122305576,9.0481918621569,7.69,258290060227.734,-2.89446842346273,1207701351.5625,5978121690.23438,15689.2233076239,38.72,43.0333637246216,77.7,83.7,99.7071228027344,91.5533828735352,98.8572616577148,None,2012,Finland
5388272.0,2742748.0,2645524.0,11.1,9.4,9.0,22.9946638172669,4.23061778775891,2.40371553984751,9.28366685530811,7.78,275604356167.316,0.519839692975395,1055102081.71206,6397426342.41246,15710.9737593054,35.14,46.9886280150822,77.3,83.8,99.7851867675781,93.2884292602539,99.4948883056641,None,2011,Finland
5363352.0,2731578.0,2631775.0,11.4,9.5,9.0,23.3004896793974,4.43939575502498,2.7701482175475,9.89052189562088,8.39,249424310816.667,2.94725575934453,3226794366.66667,6033336550.00001,16484.0942753711,33.43,48.800028810787,76.7,83.2,99.6880569458008,93.1867599487305,98.9924774169922,None,2010,Finland
5338871.0,2720488.0,2618383.0,11.3,9.3,9.0,23.9445977136362,4.62684243936093,2.84322993181669,9.95063963943741,8.25,253497520828.515,-8.64837258513008,3148023926.17187,5713028800.0,15243.1103879453,32.46,48.4789118680744,76.5,83.1,99.664192199707,92.0154724121094,99.2897872924805,None,2009,Finland
5313399.0,2709160.0,2604239.0,11.2,9.2,9.0,25.1485705297102,4.52078335758386,2.68850264961748,10.3940966884303,6.37,285716311136.719,-1.4919008848946,479466282.8125,6300716428.125,16349.2333250336,34.61,47.7186223640103,76.3,83.0,99.7198715209961,95.8668518066406,99.4875717163086,None,2008,Finland
5288720.0,2698445.0,2590275.0,11.1,9.3,9.0,25.7175639978714,4.53694130205845,2.58533827710623,11.4586901218762,6.85,256378067752.158,4.02769502737516,749651487.450983,6102738708.62747,17160.8631199988,31.8,49.8206882858933,75.8,82.9,99.6621475219727,95.0834808349609,98.9522476196289,None,2007,Finland
5266268.0,2688216.0,2578051.0,11.2,9.1,9.0,25.6921201771567,4.67007987694193,2.80140248406075,11.8537069894983,7.72,217089269791.764,3.01160194013723,1975056949.41176,4344371929.41176,17215.0372901645,31.25,51.7060955208221,75.8,82.8,99.7659530639648,93.4309921264648,99.4973983764648,None,2006,Finland
5246096.0,2678879.0,2567217.0,11.0,9.1,9.0,25.8060878387091,4.82510492377867,2.91835206251035,12.291885250428,8.38,204885494686.381,0.527039340858011,854690017.120622,4667826701.94552,16117.8903321632,31.52,49.1854771005222,75.5,82.3,99.7841110229492,91.9409408569336,99.3067169189453,None,2005,Finland
5228172.0,2670673.0,2557498.0,11.0,9.1,9.0,26.0696761740452,5.00903193847179,3.00902609602595,12.3481065557961,10.36,197479443979.151,4.37727486991683,1389438887.64479,4699462952.12356,16777.5658490195,31.1,53.3348435194718,75.3,82.3,99.7934265136719,90.1379318237305,99.3172302246094,None,2004,Finland
5213014.0,2664085.0,2548930.0,10.9,9.4,9.0,26.6976434116589,5.27650389312128,3.42757897368563,12.8670078789722,10.47,171652458349.411,-0.627958495531473,-1011257390.58823,4352705189.0196,16445.572561286,28.35,54.4223957521716,75.1,81.8,99.689567565918,88.286979675293,98.841552734375,None,2003,Finland
5200598.0,2659321.0,2541277.0,10.7,9.5,9.0,27.1472068924496,5.52699004089471,3.7335679637269,13.6469386144094,10.42,140404460203.138,1.155207886735,425508176.470589,3752036542.7451,16140.0669692216,29.52,51.3468472390785,74.9,81.5,99.6447677612305,86.788932800293,98.98681640625,None,2002,Finland
5188008.0,2654524.0,2533485.0,10.8,9.4,9.0,27.0787121792347,5.83703346389096,3.78225651836177,13.7658115334521,10.29,129533107311.811,3.12251023688432,-47468364.96063,3580726851.18111,15709.8832538423,29.25,50.3344195259089,74.6,81.5,99.688591003418,85.9510498046875,99.1860504150391,None,2001,Finland
